,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
120,,,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'hackday', 'conference_swag', 'massage_therapist', 'business_meeting', 'game_night', 'spilled_milk', 'family_reunion']"
121,True,,,True,True,,True,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'game_night', 'hackday', 'adoption', 'massage_therapist', 'extracurricular_activities', 'conference_swag', 'sports_team']"
122,True,True,,True,,True,True,True,False,,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['book_club', 'conference_swag', 'sports_team', 'game_night', 'massage_therapist', 'family_reunion', 'hackday', 'adoption']"
123,,True,True,False,False,True,True,,True,,,False,,,,,,,,,,,,,rejected_at_interview,5.0,True,"['conference_swag', 'sports_team', 'massage_therapist', 'business_meeting', 'extracurricular_activities', 'game_night', 'book_club', 'family_reunion']"
124,True,,True,,,True,,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'massage_therapist', 'sports_team', 'spilled_milk', 'family_reunion', 'business_meeting', 'adoption', 'hackday']"
125,True,,True,True,True,,True,True,True,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'business_meeting', 'hackday', 'game_night', 'adoption', 'extracurricular_activities', 'massage_therapist', 'conference_swag']"
126,True,False,,,False,True,True,True,,,False,False,,,,,,,,,,,,,accepted_invitation,4.0,False,"['sports_team', 'game_night', 'hackday', 'spilled_milk', 'family_reunion', 'extracurricular_activities', 'book_club', 'adoption']"
127,False,True,,True,True,True,True,,True,,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['extracurricular_activities', 'book_club', 'sports_team', 'conference_swag', 'adoption', 'game_night', 'family_reunion', 'massage_therapist']"
128,True,False,,,False,False,,False,True,False,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['adoption', 'extracurricular_activities', 'spilled_milk', 'book_club', 'negotiations', 'massage_therapist', 'family_reunion', 'hackday']"
129,,True,True,True,True,True,True,,,True,True,,,620.720686061,270.486035614,291.3415626,190.131722958,268.400675126,1492.160996793,,,294.474851524,218.770101647,,accepted_invitation,8.0,True,"['family_reunion', 'game_night', 'negotiations', 'conference_swag', 'spilled_milk', 'extracurricular_activities', 'book_club', 'business_meeting']"
130,False,,True,True,False,False,,,,True,False,True,,,,,,,,,,,,,accepted_invitation,4.0,False,"['adoption', 'extracurricular_activities', 'negotiations', 'business_meeting', 'conference_swag', 'sports_team', 'family_reunion', 'spilled_milk']"
131,,True,True,,False,,True,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'business_meeting', 'negotiations', 'sports_team', 'book_club', 'spilled_milk', 'game_night', 'extracurricular_activities']"
132,True,,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'sports_team', 'extracurricular_activities', 'hackday', 'conference_swag', 'adoption', 'game_night', 'family_reunion']"
133,True,,,True,True,True,,True,,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'spilled_milk', 'sports_team', 'hackday', 'family_reunion', 'negotiations', 'adoption', 'conference_swag']"
134,True,True,True,True,,,True,True,,,False,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['business_meeting', 'spilled_milk', 'game_night', 'adoption', 'sports_team', 'book_club', 'hackday', 'conference_swag']"
135,True,,True,True,True,True,,,,True,False,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'spilled_milk', 'negotiations', 'conference_swag', 'sports_team', 'business_meeting', 'family_reunion', 'extracurricular_activities']"
136,False,True,,,,True,False,False,False,,False,True,,,,,,,,,,,,,needs_rejected_at_initial_evaluation_notification,3.0,False,"['book_club', 'family_reunion', 'game_night', 'spilled_milk', 'sports_team', 'massage_therapist', 'adoption', 'hackday']"
137,True,True,True,,,True,,,True,True,True,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['book_club', 'negotiations', 'family_reunion', 'business_meeting', 'massage_therapist', 'adoption', 'sports_team', 'spilled_milk']"
138,,True,True,True,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'business_meeting', 'massage_therapist', 'game_night', 'spilled_milk', 'sports_team', 'family_reunion', 'conference_swag']"
139,,True,True,,True,True,,True,,False,True,False,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['extracurricular_activities', 'negotiations', 'sports_team', 'spilled_milk', 'hackday', 'family_reunion', 'business_meeting', 'book_club']"
140,,True,,False,False,,True,True,True,True,,True,,,,,,,,,,,,,rejected_at_interview,6.0,True,"['conference_swag', 'extracurricular_activities', 'massage_therapist', 'sports_team', 'hackday', 'book_club', 'game_night', 'negotiations']"
141,True,True,,True,,True,True,,True,True,True,,,,,,,,,,,,,,declined_invitation,8.0,True,"['family_reunion', 'negotiations', 'spilled_milk', 'book_club', 'massage_therapist', 'adoption', 'game_night', 'conference_swag']"
142,False,,True,True,True,,True,True,True,,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'conference_swag', 'extracurricular_activities', 'business_meeting', 'massage_therapist', 'adoption', 'hackday', 'sports_team']"
143,True,,True,True,,True,,False,True,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['conference_swag', 'adoption', 'massage_therapist', 'business_meeting', 'family_reunion', 'negotiations', 'spilled_milk', 'hackday']"
144,True,,,,True,,True,True,True,True,True,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['negotiations', 'hackday', 'sports_team', 'game_night', 'adoption', 'spilled_milk', 'massage_therapist', 'extracurricular_activities']"
145,,True,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'extracurricular_activities', 'business_meeting', 'game_night', 'conference_swag', 'hackday', 'negotiations', 'sports_team']"
146,,True,True,,False,True,True,,True,True,True,,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['extracurricular_activities', 'business_meeting', 'game_night', 'spilled_milk', 'book_club', 'family_reunion', 'massage_therapist', 'negotiations']"
147,True,,True,True,,True,,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['sports_team', 'negotiations', 'business_meeting', 'massage_therapist', 'conference_swag', 'adoption', 'family_reunion', 'spilled_milk']"
148,False,False,,False,,False,,True,,False,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['spilled_milk', 'adoption', 'sports_team', 'family_reunion', 'book_club', 'hackday', 'conference_swag', 'negotiations']"
149,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['negotiations', 'extracurricular_activities', 'adoption', 'massage_therapist', 'conference_swag', 'business_meeting', 'game_night', 'family_reunion']"
150,True,True,True,False,True,,,,True,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['business_meeting', 'massage_therapist', 'extracurricular_activities', 'negotiations', 'book_club', 'adoption', 'conference_swag', 'spilled_milk']"
151,True,,,,True,True,True,True,,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'extracurricular_activities', 'negotiations', 'hackday', 'game_night', 'adoption', 'family_reunion', 'sports_team']"
152,True,True,True,False,True,True,True,,,,True,,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['conference_swag', 'extracurricular_activities', 'game_night', 'spilled_milk', 'book_club', 'adoption', 'family_reunion', 'business_meeting']"
153,True,True,True,False,,True,,True,,True,False,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['spilled_milk', 'hackday', 'negotiations', 'book_club', 'family_reunion', 'conference_swag', 'adoption', 'business_meeting']"
154,True,,True,True,False,True,False,,True,True,,,,,,,,,,,,,,,accepted_invitation,6.0,True,"['massage_therapist', 'conference_swag', 'family_reunion', 'adoption', 'negotiations', 'business_meeting', 'game_night', 'extracurricular_activities']"
155,True,,True,False,False,True,True,,,True,,True,,,,,,,,,,,,,accepted_invitation,6.0,True,"['business_meeting', 'extracurricular_activities', 'adoption', 'game_night', 'sports_team', 'negotiations', 'family_reunion', 'conference_swag']"
156,,,,False,False,True,False,False,False,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['sports_team', 'spilled_milk', 'massage_therapist', 'extracurricular_activities', 'hackday', 'game_night', 'conference_swag', 'family_reunion']"
157,True,True,,True,,,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'book_club', 'massage_therapist', 'game_night', 'adoption', 'hackday', 'negotiations', 'conference_swag']"
158,,,,,,,,,,,,,,,,,,,,,,,,,rejected_at_interview,0.0,False,"['adoption', 'negotiations', 'business_meeting', 'family_reunion', 'spilled_milk', 'hackday', 'massage_therapist', 'book_club']"
159,,,True,True,True,True,True,True,True,,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['family_reunion', 'hackday', 'game_night', 'massage_therapist', 'conference_swag', 'spilled_milk', 'extracurricular_activities', 'business_meeting']"
160,,,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['massage_therapist', 'game_night', 'family_reunion', 'business_meeting', 'negotiations', 'extracurricular_activities', 'conference_swag', 'spilled_milk']"
161,,True,True,True,,True,False,,True,True,,True,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['negotiations', 'massage_therapist', 'game_night', 'sports_team', 'family_reunion', 'book_club', 'conference_swag', 'business_meeting']"
162,True,True,False,,False,,True,,False,False,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['spilled_milk', 'massage_therapist', 'extracurricular_activities', 'business_meeting', 'negotiations', 'adoption', 'book_club', 'game_night']"
163,True,,True,,,,True,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'negotiations', 'adoption', 'hackday', 'massage_therapist', 'game_night', 'sports_team', 'spilled_milk']"
164,True,True,True,,True,,True,True,,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'book_club', 'hackday', 'game_night', 'spilled_milk', 'adoption', 'negotiations', 'business_meeting']"
165,,True,,True,True,True,True,,,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'family_reunion', 'extracurricular_activities', 'sports_team', 'conference_swag', 'book_club', 'game_night', 'spilled_milk']"
166,True,True,False,,,True,True,True,,,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'sports_team', 'book_club', 'hackday', 'adoption', 'business_meeting', 'family_reunion', 'spilled_milk']"
167,,True,,True,,,True,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'game_night', 'spilled_milk', 'sports_team', 'massage_therapist', 'book_club', 'negotiations', 'conference_swag']"
168,True,True,False,,False,True,,,,True,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,4.0,False,"['sports_team', 'spilled_milk', 'adoption', 'business_meeting', 'book_club', 'negotiations', 'extracurricular_activities', 'family_reunion']"
169,,False,False,,,False,True,False,,True,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['negotiations', 'book_club', 'family_reunion', 'business_meeting', 'hackday', 'spilled_milk', 'game_night', 'sports_team']"
170,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['conference_swag', 'hackday', 'massage_therapist', 'game_night', 'family_reunion', 'negotiations', 'extracurricular_activities', 'business_meeting']"
171,,True,True,,False,,True,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['business_meeting', 'hackday', 'negotiations', 'extracurricular_activities', 'massage_therapist', 'sports_team', 'book_club', 'game_night']"
172,,True,True,False,True,True,True,,True,,False,,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['conference_swag', 'business_meeting', 'massage_therapist', 'extracurricular_activities', 'book_club', 'spilled_milk', 'game_night', 'family_reunion']"
173,True,True,True,,,True,True,True,True,,,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['sports_team', 'massage_therapist', 'adoption', 'business_meeting', 'hackday', 'book_club', 'family_reunion', 'game_night']"
174,True,True,True,,True,True,,True,,True,,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['extracurricular_activities', 'book_club', 'family_reunion', 'adoption', 'sports_team', 'hackday', 'business_meeting', 'negotiations']"
175,True,True,True,False,,,,True,True,,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'conference_swag', 'hackday', 'sports_team', 'adoption', 'business_meeting', 'spilled_milk', 'book_club']"
176,True,True,,True,True,,,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['sports_team', 'negotiations', 'extracurricular_activities', 'adoption', 'book_club', 'hackday', 'massage_therapist', 'conference_swag']"
177,,True,True,,True,True,,True,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'hackday', 'book_club', 'sports_team', 'extracurricular_activities', 'massage_therapist', 'family_reunion', 'spilled_milk']"
178,,True,,True,True,,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'game_night', 'conference_swag', 'extracurricular_activities', 'hackday', 'book_club', 'massage_therapist', 'negotiations']"
179,False,True,False,,False,,False,False,False,False,,,,,,,,,,,,,,,accepted_invitation,1.0,False,"['business_meeting', 'game_night', 'hackday', 'adoption', 'book_club', 'extracurricular_activities', 'negotiations', 'massage_therapist']"
180,True,True,,,False,True,,True,True,True,True,,,,,,,,,,,,,,rejected_at_interview,7.0,True,"['family_reunion', 'massage_therapist', 'spilled_milk', 'extracurricular_activities', 'book_club', 'negotiations', 'hackday', 'adoption']"
181,True,True,True,True,True,,,True,True,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'business_meeting', 'conference_swag', 'extracurricular_activities', 'book_club', 'adoption', 'spilled_milk', 'hackday']"
182,True,,True,,,True,True,True,True,False,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['hackday', 'negotiations', 'business_meeting', 'sports_team', 'family_reunion', 'adoption', 'massage_therapist', 'game_night']"
183,True,True,True,,True,,,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['business_meeting', 'extracurricular_activities', 'spilled_milk', 'sports_team', 'negotiations', 'massage_therapist', 'adoption', 'book_club']"
184,True,,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['negotiations', 'conference_swag', 'business_meeting', 'extracurricular_activities', 'family_reunion', 'hackday', 'massage_therapist', 'adoption']"
185,True,,,,False,True,,True,True,True,False,False,,,,,,,,,,,,,rejected_at_logic_evaluation,5.0,False,"['family_reunion', 'negotiations', 'sports_team', 'spilled_milk', 'adoption', 'hackday', 'massage_therapist', 'extracurricular_activities']"
186,True,True,True,,,,True,True,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'massage_therapist', 'business_meeting', 'hackday', 'negotiations', 'game_night', 'sports_team', 'adoption']"
187,,True,True,True,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'sports_team', 'game_night', 'spilled_milk', 'business_meeting', 'massage_therapist', 'family_reunion', 'book_club']"
188,True,True,,False,,True,True,,True,,False,False,115.521101588,282.371233047,,180.742750899,,320.136774243,449.337943317,,405.211602033,,417.294721468,221.090461449,rejected_at_logic_evaluation,5.0,False,"['adoption', 'conference_swag', 'sports_team', 'family_reunion', 'spilled_milk', 'game_night', 'massage_therapist', 'book_club']"
189,False,,False,,True,False,True,,True,True,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,4.0,False,"['extracurricular_activities', 'business_meeting', 'adoption', 'family_reunion', 'game_night', 'sports_team', 'massage_therapist', 'negotiations']"
